fips,date,year,month,day_of_week,d_date
6.0,2021-01-23,2021,1,5,20210123
8.0,2021-01-23,2021,1,5,20210123
9.0,2021-01-23,2021,1,5,20210123
11.0,2021-01-23,2021,1,5,20210123
10.0,2021-01-23,2021,1,5,20210123
12.0,2021-01-23,2021,1,5,20210123
13.0,2021-01-23,2021,1,5,20210123
66.0,2021-01-23,2021,1,5,20210123
15.0,2021-01-23,2021,1,5,20210123
19.0,2021-01-23,2021,1,5,20210123
16.0,2021-01-23,2021,1,5,20210123
17.0,2021-01-23,2021,1,5,20210123
18.0,2021-01-23,2021,1,5,20210123
20.0,2021-01-23,2021,1,5,20210123
21.0,2021-01-23,2021,1,5,20210123
22.0,2021-01-23,2021,1,5,20210123
25.0,2021-01-23,2021,1,5,20210123
24.0,2021-01-23,2021,1,5,20210123
23.0,2021-01-23,2021,1,5,20210123
26.0,2021-01-23,2021,1,5,20210123
27.0,2021-01-23,2021,1,5,20210123
29.0,2021-01-23,2021,1,5,20210123
69.0,2021-01-23,2021,1,5,20210123
28.0,2021-01-23,2021,1,5,20210123
30.0,2021-01-23,2021,1,5,20210123
37.0,2021-01-23,2021,1,5,20210123
38.0,2021-01-23,2021,1,5,20210123
31.0,2021-01-23,2021,1,5,20210123
33.0,2021-01-23,2021,1,5,20210123
34.0,2021-01-23,2021,1,5,20210123
35.0,2021-01-23,2021,1,5,20210123
32.0,2021-01-23,2021,1,5,20210123
36.0,2021-01-23,2021,1,5,20210123
39.0,2021-01-23,2021,1,5,20210123
40.0,2021-01-23,2021,1,5,20210123
41.0,2021-01-23,2021,1,5,20210123
42.0,2021-01-23,2021,1,5,20210123
72.0,2021-01-23,2021,1,5,20210123
44.0,2021-01-23,2021,1,5,20210123
45.0,2021-01-23,2021,1,5,20210123
46.0,2021-01-23,2021,1,5,20210123
47.0,2021-01-23,2021,1,5,20210123
48.0,2021-01-23,2021,1,5,20210123
49.0,2021-01-23,2021,1,5,20210123
51.0,2021-01-23,2021,1,5,20210123
78.0,2021-01-23,2021,1,5,20210123
50.0,2021-01-23,2021,1,5,20210123
53.0,2021-01-23,2021,1,5,20210123
55.0,2021-01-23,2021,1,5,20210123
54.0,2021-01-23,2021,1,5,20210123
56.0,2021-01-23,2021,1,5,20210123
2.0,2021-01-22,2021,1,4,20210122
1.0,2021-01-22,2021,1,4,20210122
5.0,2021-01-22,2021,1,4,20210122
60.0,2021-01-22,2021,1,4,20210122
4.0,2021-01-22,2021,1,4,20210122
6.0,2021-01-22,2021,1,4,20210122
8.0,2021-01-22,2021,1,4,20210122
9.0,2021-01-22,2021,1,4,20210122
11.0,2021-01-22,2021,1,4,20210122
10.0,2021-01-22,2021,1,4,20210122
12.0,2021-01-22,2021,1,4,20210122
13.0,2021-01-22,2021,1,4,20210122
66.0,2021-01-22,2021,1,4,20210122
15.0,2021-01-22,2021,1,4,20210122
19.0,2021-01-22,2021,1,4,20210122
16.0,2021-01-22,2021,1,4,20210122
17.0,2021-01-22,2021,1,4,20210122
18.0,2021-01-22,2021,1,4,20210122
20.0,2021-01-22,2021,1,4,20210122
21.0,2021-01-22,2021,1,4,20210122
22.0,2021-01-22,2021,1,4,20210122
25.0,2021-01-22,2021,1,4,20210122
24.0,2021-01-22,2021,1,4,20210122
23.0,2021-01-22,2021,1,4,20210122
26.0,2021-01-22,2021,1,4,20210122
27.0,2021-01-22,2021,1,4,20210122
29.0,2021-01-22,2021,1,4,20210122
69.0,2021-01-22,2021,1,4,20210122
28.0,2021-01-22,2021,1,4,20210122
30.0,2021-01-22,2021,1,4,20210122
37.0,2021-01-22,2021,1,4,20210122
38.0,2021-01-22,2021,1,4,20210122
31.0,2021-01-22,2021,1,4,20210122
33.0,2021-01-22,2021,1,4,20210122
34.0,2021-01-22,2021,1,4,20210122
35.0,2021-01-22,2021,1,4,20210122
32.0,2021-01-22,2021,1,4,20210122
36.0,2021-01-22,2021,1,4,20210122
39.0,2021-01-22,2021,1,4,20210122
40.0,2021-01-22,2021,1,4,20210122
41.0,2021-01-22,2021,1,4,20210122
42.0,2021-01-22,2021,1,4,20210122
72.0,2021-01-22,2021,1,4,20210122
44.0,2021-01-22,2021,1,4,20210122
45.0,2021-01-22,2021,1,4,20210122
46.0,2021-01-22,2021,1,4,20210122
47.0,2021-01-22,2021,1,4,20210122
48.0,2021-01-22,2021,1,4,20210122
49.0,2021-01-22,2021,1,4,20210122
51.0,2021-01-22,2021,1,4,20210122
78.0,2021-01-22,2021,1,4,20210122
50.0,2021-01-22,2021,1,4,20210122
53.0,2021-01-22,2021,1,4,20210122
55.0,2021-01-22,2021,1,4,20210122
54.0,2021-01-22,2021,1,4,20210122
56.0,2021-01-22,2021,1,4,20210122
2.0,2021-01-21,2021,1,3,20210121
1.0,2021-01-21,2021,1,3,20210121
5.0,2021-01-21,2021,1,3,20210121
60.0,2021-01-21,2021,1,3,20210121
4.0,2021-01-21,2021,1,3,20210121
6.0,2021-01-21,2021,1,3,20210121
8.0,2021-01-21,2021,1,3,20210121
9.0,2021-01-21,2021,1,3,20210121
11.0,2021-01-21,2021,1,3,20210121
10.0,2021-01-21,2021,1,3,20210121
12.0,2021-01-21,2021,1,3,20210121
13.0,2021-01-21,2021,1,3,20210121
66.0,2021-01-21,2021,1,3,20210121
15.0,2021-01-21,2021,1,3,20210121
19.0,2021-01-21,2021,1,3,20210121
16.0,2021-01-21,2021,1,3,20210121
17.0,2021-01-21,2021,1,3,20210121
18.0,2021-01-21,2021,1,3,20210121
20.0,2021-01-21,2021,1,3,20210121
21.0,2021-01-21,2021,1,3,20210121
22.0,2021-01-21,2021,1,3,20210121
25.0,2021-01-21,2021,1,3,20210121
24.0,2021-01-21,2021,1,3,20210121
23.0,2021-01-21,2021,1,3,20210121
26.0,2021-01-21,2021,1,3,20210121
27.0,2021-01-21,2021,1,3,20210121
29.0,2021-01-21,2021,1,3,20210121
69.0,2021-01-21,2021,1,3,20210121
28.0,2021-01-21,2021,1,3,20210121
30.0,2021-01-21,2021,1,3,20210121
37.0,2021-01-21,2021,1,3,20210121
38.0,2021-01-21,2021,1,3,20210121
31.0,2021-01-21,2021,1,3,20210121
33.0,2021-01-21,2021,1,3,20210121
34.0,2021-01-21,2021,1,3,20210121
35.0,2021-01-21,2021,1,3,20210121
32.0,2021-01-21,2021,1,3,20210121
36.0,2021-01-21,2021,1,3,20210121
39.0,2021-01-21,2021,1,3,20210121
40.0,2021-01-21,2021,1,3,20210121
41.0,2021-01-21,2021,1,3,20210121
42.0,2021-01-21,2021,1,3,20210121
72.0,2021-01-21,2021,1,3,20210121
44.0,2021-01-21,2021,1,3,20210121
45.0,2021-01-21,2021,1,3,20210121
46.0,2021-01-21,2021,1,3,20210121
47.0,2021-01-21,2021,1,3,20210121
48.0,2021-01-21,2021,1,3,20210121
49.0,2021-01-21,2021,1,3,20210121
51.0,2021-01-21,2021,1,3,20210121
78.0,2021-01-21,2021,1,3,20210121
50.0,2021-01-21,2021,1,3,20210121
53.0,2021-01-21,2021,1,3,20210121
55.0,2021-01-21,2021,1,3,20210121
54.0,2021-01-21,2021,1,3,20210121
56.0,2021-01-21,2021,1,3,20210121
2.0,2021-01-20,2021,1,2,20210120
1.0,2021-01-20,2021,1,2,20210120
5.0,2021-01-20,2021,1,2,20210120
60.0,2021-01-20,2021,1,2,20210120
4.0,2021-01-20,2021,1,2,20210120
6.0,2021-01-20,2021,1,2,20210120
8.0,2021-01-20,2021,1,2,20210120
9.0,2021-01-20,2021,1,2,20210120
11.0,2021-01-20,2021,1,2,20210120
10.0,2021-01-20,2021,1,2,20210120
12.0,2021-01-20,2021,1,2,20210120
13.0,2021-01-20,2021,1,2,20210120
66.0,2021-01-20,2021,1,2,20210120
15.0,2021-01-20,2021,1,2,20210120
19.0,2021-01-20,2021,1,2,20210120
16.0,2021-01-20,2021,1,2,20210120
17.0,2021-01-20,2021,1,2,20210120
18.0,2021-01-20,2021,1,2,20210120
20.0,2021-01-20,2021,1,2,20210120
21.0,2021-01-20,2021,1,2,20210120
22.0,2021-01-20,2021,1,2,20210120
25.0,2021-01-20,2021,1,2,20210120
24.0,2021-01-20,2021,1,2,20210120
23.0,2021-01-20,2021,1,2,20210120
26.0,2021-01-20,2021,1,2,20210120
27.0,2021-01-20,2021,1,2,20210120
29.0,2021-01-20,2021,1,2,20210120
69.0,2021-01-20,2021,1,2,20210120
28.0,2021-01-20,2021,1,2,20210120
30.0,2021-01-20,2021,1,2,20210120
37.0,2021-01-20,2021,1,2,20210120
38.0,2021-01-20,2021,1,2,20210120
31.0,2021-01-20,2021,1,2,20210120
33.0,2021-01-20,2021,1,2,20210120
34.0,2021-01-20,2021,1,2,20210120
35.0,2021-01-20,2021,1,2,20210120
32.0,2021-01-20,2021,1,2,20210120
36.0,2021-01-20,2021,1,2,20210120
39.0,2021-01-20,2021,1,2,20210120
40.0,2021-01-20,2021,1,2,20210120
41.0,2021-01-20,2021,1,2,20210120
42.0,2021-01-20,2021,1,2,20210120
72.0,2021-01-20,2021,1,2,20210120
44.0,2021-01-20,2021,1,2,20210120
45.0,2021-01-20,2021,1,2,20210120
46.0,2021-01-20,2021,1,2,20210120
47.0,2021-01-20,2021,1,2,20210120
48.0,2021-01-20,2021,1,2,20210120
49.0,2021-01-20,2021,1,2,20210120
51.0,2021-01-20,2021,1,2,20210120
78.0,2021-01-20,2021,1,2,20210120
50.0,2021-01-20,2021,1,2,20210120
53.0,2021-01-20,2021,1,2,20210120
55.0,2021-01-20,2021,1,2,20210120
54.0,2021-01-20,2021,1,2,20210120
56.0,2021-01-20,2021,1,2,20210120
2.0,2021-01-19,2021,1,1,20210119
1.0,2021-01-19,2021,1,1,20210119
5.0,2021-01-19,2021,1,1,20210119
60.0,2021-01-19,2021,1,1,20210119
4.0,2021-01-19,2021,1,1,20210119
6.0,2021-01-19,2021,1,1,20210119
8.0,2021-01-19,2021,1,1,20210119
9.0,2021-01-19,2021,1,1,20210119
11.0,2021-01-19,2021,1,1,20210119
10.0,2021-01-19,2021,1,1,20210119
12.0,2021-01-19,2021,1,1,20210119
13.0,2021-01-19,2021,1,1,20210119
66.0,2021-01-19,2021,1,1,20210119
15.0,2021-01-19,2021,1,1,20210119
19.0,2021-01-19,2021,1,1,20210119
16.0,2021-01-19,2021,1,1,20210119
17.0,2021-01-19,2021,1,1,20210119
18.0,2021-01-19,2021,1,1,20210119
20.0,2021-01-19,2021,1,1,20210119
21.0,2021-01-19,2021,1,1,20210119
22.0,2021-01-19,2021,1,1,20210119
25.0,2021-01-19,2021,1,1,20210119
24.0,2021-01-19,2021,1,1,20210119
23.0,2021-01-19,2021,1,1,20210119
26.0,2021-01-19,2021,1,1,20210119
27.0,2021-01-19,2021,1,1,20210119
29.0,2021-01-19,2021,1,1,20210119
69.0,2021-01-19,2021,1,1,20210119
28.0,2021-01-19,2021,1,1,20210119
30.0,2021-01-19,2021,1,1,20210119
37.0,2021-01-19,2021,1,1,20210119
38.0,2021-01-19,2021,1,1,20210119
31.0,2021-01-19,2021,1,1,20210119
33.0,2021-01-19,2021,1,1,20210119
34.0,2021-01-19,2021,1,1,20210119
35.0,2021-01-19,2021,1,1,20210119
32.0,2021-01-19,2021,1,1,20210119
36.0,2021-01-19,2021,1,1,20210119
39.0,2021-01-19,2021,1,1,20210119
40.0,2021-01-19,2021,1,1,20210119
41.0,2021-01-19,2021,1,1,20210119
42.0,2021-01-19,2021,1,1,20210119
72.0,2021-01-19,2021,1,1,20210119
44.0,2021-01-19,2021,1,1,20210119
45.0,2021-01-19,2021,1,1,20210119
46.0,2021-01-19,2021,1,1,20210119
47.0,2021-01-19,2021,1,1,20210119
48.0,2021-01-19,2021,1,1,20210119
49.0,2021-01-19,2021,1,1,20210119
51.0,2021-01-19,2021,1,1,20210119
78.0,2021-01-19,2021,1,1,20210119
50.0,2021-01-19,2021,1,1,20210119
,2021-01-19,2021,1,1,20210119
